Time	Watts	AveWatts	Volts	Amps	WattHrs	AveWttHrs	Cost	Avg_Kwh	Mo_Cost	Max_Wts	Max_Vlt	Max_Amp	Min_Wts	Min_Vlt	Min_Amp	Pwr_Fct	Dty_Cyc	Pwr_Cyc	Log_Start	Log_Stop	R1	R2
42145.49588183	126.50	130.80	221.800	0.542	271.80	261.41	0.000	83.34	0.000	133.10	0.00	0.000	123.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49611326	121.30	130.36	222.900	0.529	272.50	262.14	0.000	83.36	0.000	128.00	0.00	0.000	121.30	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49634483	114.70	129.69	222.100	0.497	273.20	262.86	0.000	83.37	0.000	127.90	0.00	0.000	114.70	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49657632	114.00	128.82	222.600	0.459	273.80	263.58	0.000	83.36	0.000	121.10	0.00	0.000	113.70	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49680771	140.20	129.03	222.700	0.578	274.40	264.29	0.000	83.36	0.000	140.20	0.00	0.000	113.50	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49703926	120.80	128.59	223.300	0.531	275.10	265.01	0.000	83.38	0.000	140.20	0.00	0.000	120.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49727064	118.40	128.08	222.600	0.500	275.80	265.72	0.000	83.38	0.000	126.10	0.00	0.000	118.10	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49750207	115.40	127.43	222.700	0.515	276.40	266.43	0.000	83.38	0.000	118.40	0.00	0.000	115.20	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49773345	114.20	126.77	223.200	0.455	277.10	267.13	0.000	83.38	0.000	121.60	0.00	0.000	111.00	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
42145.49796484	108.30	126.03	223.000	0.406	277.70	267.83	0.000	83.37	0.000	114.20	0.00	0.000	107.80	0.000	0.000	0.0	0.0	0.0	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000
